period,population,source_url,tolerance,indicator,value
2025Q2,15+ urban,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,participation_rate,50.6
2025Q2,15+ urban,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,employment_rate,47.1
2025Q2,15+ urban,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,unemployment_rate,6.8
2025Q3,15+,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,participation_rate,55.1
2025Q3,15+,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,employment_rate,52.2
2025Q3,15+,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,unemployment_rate,5.2
2025Q3,15+ rural,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,participation_rate,57.2
2025Q3,15+ rural,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,employment_rate,54.7
2025Q3,15+ rural,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,unemployment_rate,4.4
2025Q3,15+ urban,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,participation_rate,50.7
2025Q3,15+ urban,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,employment_rate,47.2
2025Q3,15+ urban,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,unemployment_rate,6.9
2025Q4,15+,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,participation_rate,55.8
2025Q4,15+,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,employment_rate,53.1
2025Q4,15+,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,unemployment_rate,4.8
2025Q4,15+ rural,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,participation_rate,58.4
2025Q4,15+ rural,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,employment_rate,56.1
2025Q4,15+ rural,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,unemployment_rate,4.0
2025Q4,15+ urban,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,participation_rate,50.4
2025Q4,15+ urban,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,employment_rate,47.1
2025Q4,15+ urban,"MoSPI, PLFS Quarterly Bulletin October-December 2025, Statements 1, 2, 5 (CWS, 15+)",0.06,unemployment_rate,6.7
