countrycode,period,variable,category,share,d_prev,d_next,flag
URY,2021Q3,educat7,1,1.4242284724988394,,-0.07921186485054355,
URY,2021Q4,educat7,1,1.345016607648296,-0.07921186485054355,-0.13601008981889517,
URY,2022Q1,educat7,1,1.2090065178294007,-0.13601008981889517,0.0953178132547714,
URY,2022Q2,educat7,1,1.3043243310841721,0.0953178132547714,-0.21121941863133054,
URY,2022Q3,educat7,1,1.0931049124528416,-0.21121941863133054,-0.03745919727521185,
URY,2022Q4,educat7,1,1.0556457151776297,-0.03745919727521185,-0.001439432681886288,
URY,2023Q1,educat7,1,1.0542062824957434,-0.001439432681886288,0.1313903174250195,
URY,2023Q2,educat7,1,1.185596599920763,0.1313903174250195,-0.061711857417396265,
URY,2023Q3,educat7,1,1.1238847425033667,-0.061711857417396265,0.0016985477793178827,
URY,2023Q4,educat7,1,1.1255832902826846,0.0016985477793178827,0.0897493755612091,
URY,2024Q1,educat7,1,1.2153326658438937,0.0897493755612091,-0.11583802172568625,
URY,2024Q2,educat7,1,1.0994946441182074,-0.11583802172568625,-0.15844641250335256,
URY,2024Q3,educat7,1,0.9410482316148548,-0.15844641250335256,-0.07170846433474354,
URY,2024Q4,educat7,1,0.8693397672801113,-0.07170846433474354,0.10044888776700955,
URY,2025Q1,educat7,1,0.9697886550471209,0.10044888776700955,-0.06609856929735036,
URY,2025Q2,educat7,1,0.9036900857497705,-0.06609856929735036,-0.17298170174337246,
URY,2025Q3,educat7,1,0.730708384006398,-0.17298170174337246,0.07286398109857284,
URY,2025Q4,educat7,1,0.8035723651049709,0.07286398109857284,,
URY,2021Q3,educat7,2,5.557366146998174,,-0.23542332402788446,
URY,2021Q4,educat7,2,5.321942822970289,-0.23542332402788446,-0.20173318632476267,
URY,2022Q1,educat7,2,5.1202096366455265,-0.20173318632476267,-0.15243023949728052,
URY,2022Q2,educat7,2,4.967779397148246,-0.15243023949728052,-0.427084881508784,
URY,2022Q3,educat7,2,4.540694515639462,-0.427084881508784,0.037771552212696236,
URY,2022Q4,educat7,2,4.578466067852158,0.037771552212696236,0.09574367742753243,
URY,2023Q1,educat7,2,4.674209745279691,0.09574367742753243,-0.054712550009455185,
URY,2023Q2,educat7,2,4.6194971952702355,-0.054712550009455185,0.0502967506433567,
URY,2023Q3,educat7,2,4.669793945913592,0.0502967506433567,0.17662938485512303,
URY,2023Q4,educat7,2,4.846423330768715,0.17662938485512303,0.16637754554994633,
URY,2024Q1,educat7,2,5.012800876318662,0.16637754554994633,-0.01719628773405013,
URY,2024Q2,educat7,2,4.995604588584611,-0.01719628773405013,-0.4533008696583849,
URY,2024Q3,educat7,2,4.5423037189262265,-0.4533008696583849,-0.3954494579284802,
URY,2024Q4,educat7,2,4.146854260997746,-0.3954494579284802,-0.00848719752542415,
URY,2025Q1,educat7,2,4.138367063472322,-0.00848719752542415,0.013246486328169382,
URY,2025Q2,educat7,2,4.151613549800492,0.013246486328169382,-0.0609338927625398,
URY,2025Q3,educat7,2,4.090679657037952,-0.0609338927625398,-0.06093009907775038,
URY,2025Q4,educat7,2,4.029749557960201,-0.06093009907775038,,
URY,2021Q3,educat7,3,16.455390762994703,,-0.00997355539487188,
URY,2021Q4,educat7,3,16.44541720759983,-0.00997355539487188,-0.3808144723746274,
URY,2022Q1,educat7,3,16.064602735225204,-0.3808144723746274,0.1029382041061524,
URY,2022Q2,educat7,3,16.167540939331356,0.1029382041061524,0.039481485783667836,
URY,2022Q3,educat7,3,16.207022425115024,0.039481485783667836,-0.6814058145467161,
URY,2022Q4,educat7,3,15.525616610568308,-0.6814058145467161,0.14087501218028464,
URY,2023Q1,educat7,3,15.666491622748593,0.14087501218028464,0.2638233724396244,
URY,2023Q2,educat7,3,15.930314995188217,0.2638233724396244,-0.17117835135606363,
URY,2023Q3,educat7,3,15.759136643832154,-0.17117835135606363,-0.15883371604259366,
URY,2023Q4,educat7,3,15.60030292778956,-0.15883371604259366,0.11226099129821243,
URY,2024Q1,educat7,3,15.712563919087772,0.11226099129821243,-0.39683547974793676,
URY,2024Q2,educat7,3,15.315728439339836,-0.39683547974793676,-0.5031359914594482,
URY,2024Q3,educat7,3,14.812592447880387,-0.5031359914594482,0.18439673880115315,
URY,2024Q4,educat7,3,14.99698918668154,0.18439673880115315,-0.00687688166234679,
URY,2025Q1,educat7,3,14.990112305019194,-0.00687688166234679,-0.3814149620062377,
URY,2025Q2,educat7,3,14.608697343012956,-0.3814149620062377,-0.278750494679759,
URY,2025Q3,educat7,3,14.329946848333197,-0.278750494679759,0.036513143977011,
URY,2025Q4,educat7,3,14.366459992310208,0.036513143977011,,
URY,2021Q3,educat7,4,42.6190118998968,,1.0130560072381556,
URY,2021Q4,educat7,4,43.63206790713495,1.0130560072381556,-0.2533887397767316,
URY,2022Q1,educat7,4,43.37867916735822,-0.2533887397767316,-0.31987942109800827,
URY,2022Q2,educat7,4,43.05879974626021,-0.31987942109800827,0.2882305294667731,
URY,2022Q3,educat7,4,43.347030275726986,0.2882305294667731,-0.030585564986871816,
URY,2022Q4,educat7,4,43.316444710740114,-0.030585564986871816,-0.118375184210187,
URY,2023Q1,educat7,4,43.19806952652993,-0.118375184210187,-0.010367395990172668,
URY,2023Q2,educat7,4,43.187702130539755,-0.010367395990172668,0.5681726334291852,
URY,2023Q3,educat7,4,43.75587476396894,0.5681726334291852,0.15423935090162644,
URY,2023Q4,educat7,4,43.91011411487057,0.15423935090162644,-0.7125016102244928,
URY,2024Q1,educat7,4,43.197612504646074,-0.7125016102244928,-0.7872027346215802,
URY,2024Q2,educat7,4,42.41040977002449,-0.7872027346215802,0.43658900221548436,
URY,2024Q3,educat7,4,42.84699877223998,0.43658900221548436,0.5049282502684775,
URY,2024Q4,educat7,4,43.351927022508455,0.5049282502684775,-0.2946825202754795,
URY,2025Q1,educat7,4,43.057244502232976,-0.2946825202754795,-0.3281472460875605,
URY,2025Q2,educat7,4,42.729097256145415,-0.3281472460875605,-0.29564976021354994,
URY,2025Q3,educat7,4,42.433447495931865,-0.29564976021354994,-1.0209525417329601,
URY,2025Q4,educat7,4,41.412494954198905,-1.0209525417329601,,
URY,2021Q3,educat7,5,9.794322560026849,,-0.025211003970747825,
URY,2021Q4,educat7,5,9.769111556056101,-0.025211003970747825,0.16451537733593824,
URY,2022Q1,educat7,5,9.93362693339204,0.16451537733593824,-0.08086981651500835,
URY,2022Q2,educat7,5,9.852757116877031,-0.08086981651500835,0.4075985987969748,
URY,2022Q3,educat7,5,10.260355715674006,0.4075985987969748,-0.27000461343161675,
URY,2022Q4,educat7,5,9.99035110224239,-0.27000461343161675,0.08463588374701381,
URY,2023Q1,educat7,5,10.074986985989403,0.08463588374701381,-0.045613886443046425,
URY,2023Q2,educat7,5,10.029373099546357,-0.045613886443046425,-0.2726449023094748,
URY,2023Q3,educat7,5,9.756728197236882,-0.2726449023094748,0.14202145703898772,
URY,2023Q4,educat7,5,9.89874965427587,0.14202145703898772,0.31482800869529726,
URY,2024Q1,educat7,5,10.213577662971167,0.31482800869529726,0.46444933515766706,
URY,2024Q2,educat7,5,10.678026998128834,0.46444933515766706,0.15536135863993294,
URY,2024Q3,educat7,5,10.833388356768767,0.15536135863993294,0.15075439091057774,
URY,2024Q4,educat7,5,10.984142747679345,0.15075439091057774,-0.0863092575493365,
URY,2025Q1,educat7,5,10.897833490130008,-0.0863092575493365,0.1592194855739688,
URY,2025Q2,educat7,5,11.057052975703977,0.1592194855739688,-0.001720814485139499,
URY,2025Q3,educat7,5,11.055332161218837,-0.001720814485139499,0.8255202771705346,
URY,2025Q4,educat7,5,11.880852438389372,0.8255202771705346,,
URY,2021Q3,educat7,6,18.007096368873217,,-0.48823177492157654,
URY,2021Q4,educat7,6,17.51886459395164,-0.48823177492157654,0.7561019897511443,
URY,2022Q1,educat7,6,18.274966583702785,0.7561019897511443,0.21419938415375128,
URY,2022Q2,educat7,6,18.489165967856536,0.21419938415375128,-0.026513318022939103,
URY,2022Q3,educat7,6,18.462652649833597,-0.026513318022939103,0.7050910117263847,
URY,2022Q4,educat7,6,19.16774366155998,0.7050910117263847,-0.24318378082598358,
URY,2023Q1,educat7,6,18.924559880733998,-0.24318378082598358,-0.2943807074520919,
URY,2023Q2,educat7,6,18.630179173281906,-0.2943807074520919,-0.2573204944664127,
URY,2023Q3,educat7,6,18.372858678815494,-0.2573204944664127,-0.1530684213531508,
URY,2023Q4,educat7,6,18.219790257462343,-0.1530684213531508,-0.18488398726208644,
URY,2024Q1,educat7,6,18.034906270200256,-0.18488398726208644,0.36782200863513026,
URY,2024Q2,educat7,6,18.402728278835387,0.36782200863513026,0.438714147477949,
URY,2024Q3,educat7,6,18.841442426313336,0.438714147477949,-0.27890011685072835,
URY,2024Q4,educat7,6,18.562542309462607,-0.27890011685072835,0.2364151363249789,
URY,2025Q1,educat7,6,18.798957445787586,0.2364151363249789,0.7288631560671668,
URY,2025Q2,educat7,6,19.527820601854753,0.7288631560671668,0.5080655246230243,
URY,2025Q3,educat7,6,20.035886126477777,0.5080655246230243,-0.18250450082924985,
URY,2025Q4,educat7,6,19.853381625648527,-0.18250450082924985,,
URY,2021Q3,educat7,7,6.14258378871143,,-0.17500448407255043,
URY,2021Q4,educat7,7,5.967579304638879,-0.17500448407255043,0.05132912120795208,
URY,2022Q1,educat7,7,6.018908425846831,0.05132912120795208,0.14072407559561828,
URY,2022Q2,educat7,7,6.15963250144245,0.14072407559561828,-0.07049299588437741,
URY,2022Q3,educat7,7,6.089139505558072,-0.07049299588437741,0.2765926263013583,
URY,2022Q4,educat7,7,6.36573213185943,0.2765926263013583,0.04174382436321711,
URY,2023Q1,educat7,7,6.4074759562226475,0.04174382436321711,0.009860850030111834,
URY,2023Q2,educat7,7,6.417336806252759,0.009860850030111834,0.14438622147680835,
URY,2023Q3,educat7,7,6.561723027729568,0.14438622147680835,-0.1626866031792984,
URY,2023Q4,educat7,7,6.399036424550269,-0.1626866031792984,0.21416967638191053,
