countrycode,period,group,emp,emp_ref,index,n
ARG,2024Q2,2.0,1979094.0,1979107.25,99.99933050621688,
ARG,2024Q2,3.0,2905580.0,2624956.5,110.69059620607047,
ARG,2024Q2,4.0,2078105.0,2015867.25,103.08739327949299,
ARG,2024Q2,5.0,4264638.0,4121609.0,103.47022243012377,
ARG,2024Q3,1.0,1326205.0,1343267.0,98.72981320913861,
ARG,2024Q3,2.0,1891535.0,1979107.25,95.57516400387094,
ARG,2024Q3,3.0,2904946.0,2624956.5,110.666443424872,
ARG,2024Q3,4.0,2110876.0,2015867.25,104.71304596073972,
ARG,2024Q3,5.0,4300076.0,4121609.0,104.33003227622999,
ARG,2024Q4,1.0,1286184.0,1343267.0,95.75043531926266,
