countrycode,period,variable,category,share,d_prev,d_next,flag
BRA,2021Q1,educat7,1,6.528980754601633,,0.24672086979794905,
BRA,2021Q2,educat7,1,6.7757016243995825,0.24672086979794905,0.5028993884731285,
BRA,2021Q3,educat7,1,7.278601012872711,0.5028993884731285,0.18691029105659762,
BRA,2021Q4,educat7,1,7.465511303929309,0.18691029105659762,-0.6008649113503441,
BRA,2022Q1,educat7,1,6.8646463925789645,-0.6008649113503441,0.21727266550999147,
BRA,2022Q2,educat7,1,7.081919058088956,0.21727266550999147,0.3098028312176506,
BRA,2022Q3,educat7,1,7.391721889306607,0.3098028312176506,0.16571065245663252,
BRA,2022Q4,educat7,1,7.557432541763239,0.16571065245663252,-0.47230477630220236,
BRA,2023Q1,educat7,1,7.085127765461037,-0.47230477630220236,0.06498878217277415,
BRA,2023Q2,educat7,1,7.150116547633811,0.06498878217277415,0.20008020384780867,
BRA,2023Q3,educat7,1,7.3501967514816196,0.20008020384780867,0.05412055404300897,
BRA,2023Q4,educat7,1,7.4043173055246285,0.05412055404300897,-0.6939878106867097,
BRA,2024Q1,educat7,1,6.710329494837919,-0.6939878106867097,0.17587603188749856,
BRA,2024Q2,educat7,1,6.886205526725417,0.17587603188749856,0.21156870361122593,
BRA,2024Q3,educat7,1,7.097774230336643,0.21156870361122593,-0.1315043330294845,
BRA,2024Q4,educat7,1,6.966269897307159,-0.1315043330294845,-0.7511525188320762,
BRA,2025Q1,educat7,1,6.215117378475083,-0.7511525188320762,0.2172101363394887,
BRA,2025Q2,educat7,1,6.432327514814571,0.2172101363394887,0.16608728239654091,
BRA,2025Q3,educat7,1,6.598414797211112,0.16608728239654091,0.11256547348473323,
BRA,2025Q4,educat7,1,6.7109802706958455,0.11256547348473323,-0.8087813064641738,
BRA,2026Q1,educat7,1,5.902198964231672,-0.8087813064641738,0.222387987382203,
BRA,2026Q2,educat7,1,6.124586951613875,0.222387987382203,,
BRA,2021Q1,educat7,2,30.476505978282752,,0.15570547425312142,
BRA,2021Q2,educat7,2,30.632211452535874,0.15570547425312142,0.37913274240028727,
BRA,2021Q3,educat7,2,31.01134419493616,0.37913274240028727,0.023513879818800376,
BRA,2021Q4,educat7,2,31.03485807475496,0.023513879818800376,-0.2243403684270575,
BRA,2022Q1,educat7,2,30.810517706327904,-0.2243403684270575,-0.1419900853560634,
BRA,2022Q2,educat7,2,30.66852762097184,-0.1419900853560634,-0.13304318741108645,
BRA,2022Q3,educat7,2,30.535484433560754,-0.13304318741108645,-0.16157176877996804,
BRA,2022Q4,educat7,2,30.373912664780786,-0.16157176877996804,-0.2744162547708022,
BRA,2023Q1,educat7,2,30.099496410009984,-0.2744162547708022,-0.0969605014749213,
BRA,2023Q2,educat7,2,30.002535908535062,-0.0969605014749213,-0.2769293734135516,
BRA,2023Q3,educat7,2,29.72560653512151,-0.2769293734135516,-0.053964470518856444,
BRA,2023Q4,educat7,2,29.671642064602654,-0.053964470518856444,-0.17042608154474692,
BRA,2024Q1,educat7,2,29.501215983057907,-0.17042608154474692,-0.17252045829753726,
BRA,2024Q2,educat7,2,29.32869552476037,-0.17252045829753726,-0.11146608047007689,
BRA,2024Q3,educat7,2,29.217229444290293,-0.11146608047007689,-0.2156278583614153,
BRA,2024Q4,educat7,2,29.001601585928878,-0.2156278583614153,-0.2638845696996377,
BRA,2025Q1,educat7,2,28.73771701622924,-0.2638845696996377,-0.07327947356630204,
BRA,2025Q2,educat7,2,28.664437542662938,-0.07327947356630204,-0.0037277837112803525,
BRA,2025Q3,educat7,2,28.660709758951658,-0.0037277837112803525,-0.08598247501675615,
BRA,2025Q4,educat7,2,28.5747272839349,-0.08598247501675615,-0.13909102946503182,
BRA,2026Q1,educat7,2,28.43563625446987,-0.13909102946503182,0.0607568774655185,
BRA,2026Q2,educat7,2,28.49639313193539,0.0607568774655185,,
BRA,2021Q1,educat7,3,7.426001183394895,,-0.1501624434002533,
BRA,2021Q2,educat7,3,7.275838739994642,-0.1501624434002533,-0.02779111238607168,
BRA,2021Q3,educat7,3,7.24804762760857,-0.02779111238607168,-0.04838126761454564,
BRA,2021Q4,educat7,3,7.1996663599940245,-0.04838126761454564,0.03218058589386619,
BRA,2022Q1,educat7,3,7.231846945887891,0.03218058589386619,-0.12140373707258778,
BRA,2022Q2,educat7,3,7.110443208815303,-0.12140373707258778,-0.1595610087088133,
BRA,2022Q3,educat7,3,6.95088220010649,-0.1595610087088133,-0.056070000146242194,
BRA,2022Q4,educat7,3,6.894812199960247,-0.056070000146242194,0.0761864794072391,
BRA,2023Q1,educat7,3,6.9709986793674865,0.0761864794072391,-0.0021453453895476926,
BRA,2023Q2,educat7,3,6.968853333977939,-0.0021453453895476926,-0.07007482437764434,
BRA,2023Q3,educat7,3,6.8987785096002945,-0.07007482437764434,-0.0004940895974998583,
BRA,2023Q4,educat7,3,6.898284420002795,-0.0004940895974998583,0.07932454572206904,
BRA,2024Q1,educat7,3,6.977608965724864,0.07932454572206904,-0.030141530087496093,
BRA,2024Q2,educat7,3,6.947467435637368,-0.030141530087496093,-0.07217287459383837,
BRA,2024Q3,educat7,3,6.875294561043529,-0.07217287459383837,-0.17706986090416965,
BRA,2024Q4,educat7,3,6.6982247001393596,-0.17706986090416965,0.04093984712292542,
BRA,2025Q1,educat7,3,6.739164547262285,0.04093984712292542,-0.0478552340548033,
BRA,2025Q2,educat7,3,6.691309313207482,-0.0478552340548033,-0.1012583271931371,
BRA,2025Q3,educat7,3,6.590050986014345,-0.1012583271931371,-0.15906085433964812,
BRA,2025Q4,educat7,3,6.4309901316746965,-0.15906085433964812,0.1386624862188306,
BRA,2026Q1,educat7,3,6.569652617893527,0.1386624862188306,-0.028448949278892854,
BRA,2026Q2,educat7,3,6.541203668614634,-0.028448949278892854,,
BRA,2021Q1,educat7,4,6.640704141199545,,0.1020259952662288,
BRA,2021Q2,educat7,4,6.742730136465774,0.1020259952662288,0.019972644443450704,
BRA,2021Q3,educat7,4,6.762702780909224,0.019972644443450704,-0.016084494834437635,
BRA,2021Q4,educat7,4,6.746618286074787,-0.016084494834437635,0.07193829967984211,
BRA,2022Q1,educat7,4,6.818556585754629,0.07193829967984211,-0.03575200703899828,
BRA,2022Q2,educat7,4,6.782804578715631,-0.03575200703899828,-0.06506517224963826,
BRA,2022Q3,educat7,4,6.717739406465992,-0.06506517224963826,0.04914552310076381,
BRA,2022Q4,educat7,4,6.766884929566756,0.04914552310076381,0.0657697704602187,
BRA,2023Q1,educat7,4,6.832654700026975,0.0657697704602187,-0.10488464984986656,
BRA,2023Q2,educat7,4,6.727770050177108,-0.10488464984986656,-0.02866859224126106,
BRA,2023Q3,educat7,4,6.699101457935847,-0.02866859224126106,-0.12785388406436748,
BRA,2023Q4,educat7,4,6.57124757387148,-0.12785388406436748,0.11587245782704692,
BRA,2024Q1,educat7,4,6.687120031698527,0.11587245782704692,-0.04994324994698918,
BRA,2024Q2,educat7,4,6.6371767817515375,-0.04994324994698918,0.028280364125540025,
BRA,2024Q3,educat7,4,6.6654571458770775,0.028280364125540025,-0.1711565280393117,
BRA,2024Q4,educat7,4,6.494300617837766,-0.1711565280393117,-0.051962466502136095,
BRA,2025Q1,educat7,4,6.44233815133563,-0.051962466502136095,0.14186191366899248,
BRA,2025Q2,educat7,4,6.584200065004622,0.14186191366899248,-0.02645847797370582,
BRA,2025Q3,educat7,4,6.557741587030916,-0.02645847797370582,-0.20901925020459355,
BRA,2025Q4,educat7,4,6.348722336826323,-0.20901925020459355,0.20837515079138225,
BRA,2026Q1,educat7,4,6.557097487617705,0.20837515079138225,0.11997731713263793,
BRA,2026Q2,educat7,4,6.677074804750343,0.11997731713263793,,
BRA,2021Q1,educat7,5,24.097746889112454,,0.10411563377128985,
BRA,2021Q2,educat7,5,24.201862522883744,0.10411563377128985,-0.09211662543848576,
BRA,2021Q3,educat7,5,24.109745897445258,-0.09211662543848576,0.03785556597466666,
BRA,2021Q4,educat7,5,24.147601463419925,0.03785556597466666,0.5136884206374575,
BRA,2022Q1,educat7,5,24.661289884057382,0.5136884206374575,0.03042004970071588,
BRA,2022Q2,educat7,5,24.691709933758098,0.03042004970071588,-0.10337662923779334,
BRA,2022Q3,educat7,5,24.588333304520305,-0.10337662923779334,-0.002744913642676039,
BRA,2022Q4,educat7,5,24.58558839087763,-0.002744913642676039,0.5262092693498701,
BRA,2023Q1,educat7,5,25.1117976602275,0.5262092693498701,0.1109818270695051,
BRA,2023Q2,educat7,5,25.222779487297004,0.1109818270695051,0.023767875636266922,
BRA,2023Q3,educat7,5,25.24654736293327,0.023767875636266922,0.08069259856101496,
