term,coef,se,z,p,odds_ratio,countrycode
const,1.5762677003192127,0.01580385445430824,99.73944678347195,0.0,4.836869434098084,BRA
interview_2,0.08488795862378934,0.00828215206140522,10.24950495890636,1.1895118548701747e-24,1.0885950921731662,BRA
interview_3,0.12087228634396976,0.008340930354788468,14.491463326339593,1.3718869949514008e-47,1.1284807807574821,BRA
interview_4,0.15936533577588205,0.008434068108451397,18.895429077243197,1.2437231979821149e-79,1.1727663219196998,BRA
agegrp_15-21,-0.2929220269232958,0.010460642707093393,-28.002297289502533,1.5234234687259681e-172,0.746080312606713,BRA
agegrp_22-25,-0.3439682724115561,0.01183509293273202,-29.063419642464456,1.0414453151078274e-185,0.7089514210115977,BRA
agegrp_26-29,-0.22524247120579108,0.012156070744804365,-18.52921687725963,1.200209556524417e-76,0.7983226250403704,BRA
agegrp_40-49,0.24409090103358924,0.009993870301702325,24.424061316066066,9.495492296627579e-132,1.276460356781687,BRA
agegrp_50-64,0.501120120195677,0.010190025077512729,49.17751589262966,0.0,1.6505690713787122,BRA
agegrp_65+,0.5801651354129941,0.012455957702193543,46.577320611069894,0.0,1.7863333932976693,BRA
educ_1,-0.19568488919436278,0.01354997450146442,-14.44171641601348,2.8271296924889793e-47,0.822271300430765,BRA
educ_3,0.07179508626013734,0.007555913810210679,9.501840288744042,2.06213277268187e-21,1.0744351549788531,BRA
educ_4,0.14587333511595502,0.010671335173938066,13.669642339808831,1.5415098690581748e-42,1.1570496212124513,BRA
urb_0,0.2777353441400259,0.007842496752673369,35.414148440080744,1.034235063006434e-274,1.3201367690401349,BRA
labour_employed occ 0,-0.06539845504898004,0.042689901746850126,-1.5319420371775736,0.12553673880750887,0.9366941584929328,BRA
labour_employed occ 1,-0.055280180508245985,0.024591084255206085,-2.247976540381412,0.024577685871549355,0.9462199984102844,BRA
labour_employed occ 2,0.05395018710401874,0.01639806911654255,3.290032913057624,0.0010017566454577499,1.0554320267198614,BRA
labour_employed occ 3,0.07087565529520157,0.01716358822678322,4.129419463967471,3.6368036496010005e-05,1.0734477400270503,BRA
labour_employed occ 4,0.08270025606946801,0.01663681011276528,4.9709202370478955,6.663586121004931e-07,1.086216173041928,BRA
labour_employed occ 6,0.22485229389806033,0.01804569619080929,12.460161776001643,1.2312060737025204e-35,1.2521377541454328,BRA
labour_employed occ 7,0.0017726127573969483,0.014215801664970149,0.12469312664687283,0.9007664990721608,1.0017741847641066,BRA
labour_employed occ 8,0.0386226523798602,0.01625232279694972,2.376438916602678,0.01748065541217707,1.0393782027504477,BRA
labour_employed occ 9,-0.04570918483519548,0.012681526442689706,-3.6043913989190663,0.0003128852440062058,0.9553197432658612,BRA
labour_inactive,0.12801227440680069,0.010424538989890958,12.27989789581474,1.161447486534546e-34,1.1365669532965834,BRA
labour_unemployed,-0.045731555451440545,0.01514150495463868,-3.020278075953767,0.0025254270505067323,0.9552983724135338,BRA
quarter_Q2,0.10106827452870144,0.008979625259186325,11.255288679815084,2.181107577616597e-29,1.1063521748582172,BRA
quarter_Q3,-0.0944749073784106,0.008554445920743756,-11.04395401569113,2.3448250312233177e-28,0.9098505648755207,BRA
quarter_Q4,0.009523097496618461,0.008721635742063,1.0918935138153207,0.27487990898838643,1.0095685864735715,BRA
year_2022,0.11553083294292814,0.009633255292972808,11.992917184205082,3.8703054417305005e-33,1.122469123041145,BRA
year_2023,0.21643962547354104,0.009842761827748486,21.98972496351171,3.611701000604275e-107,1.2416481191736042,BRA
year_2024,0.21772154936438656,0.009862890670230537,22.07482133220255,5.518195491857488e-108,1.2432408382157785,BRA
year_2025,0.229447772664227,0.009830773502517019,23.339747640964408,1.7515912216541734e-120,1.257905168472072,BRA
year_2026,0.2694281555371548,0.01623827377759071,16.592167321933783,7.940255601270945e-62,1.3092155689579272,BRA
male,-0.026231130355734024,0.006410916664258451,-4.0916348986371,4.283426578879199e-05,0.974109917215974,BRA
