term,coef,se,n_cells,n_clusters,subset
post_x_treat,0.20017823528297676,0.051858634319881906,2940,67,all
post_x_treat_x_young,-0.05205131482033149,0.04922742908347566,2940,67,all
post_x_treat,0.14812692046264536,0.047945092800612675,952,25,young
post_x_treat,0.2001782352829771,0.05184981107280473,1988,67,older
post_x_treat,0.18832974569656336,0.04601691715344649,2940,67,country_IND
